GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
8214806,EPICRANIEN 5/10 ORANGE             ,5,5,160,
2254029,EPICRANIEN 6/10 BLEU,3,0,130,
2252792,EPICRANIEN 7/10 NOIR               ,13,5,130,
8214835,EPICRANIEN 8/10 VERT               ,1,12,135,
1402081,ETHER ETHYLIQUE F/125ML CPF AF,1,0,"3,930",
8252037,GANT CHIR STER LABELL T7 ,1,0,420,
8007065,GANT CHIR STER LABELL T7.5,3,0,420,
8218017,GANT CHIR STER LABELL T8    ,1,0,425,
994402517D,GANT EXAM LATEX SUPERGUARD L B/100   (DETAIL),797,0,100,
994402517,GANT EXAM LATEX SUPERGUARD M B/100 ,3,0,"6,200",
0489051,GANT EXAM MAXPRO LATEX MED B/100,1,2,"4,000",
2271476,GELOFUSINE 4% 500ML                ,2,4,"4,200",
2274026,GLUCOSE 10% PHARMIV F/500ML        ,7,0,"1,040",
8179820,GLUCOSE 5% CIPHARM POCHE 250ML         ,2,0,700,
8179814,GLUCOSE 5% CIPHARM POCHE 500ML,2,0,880,
2274049,GLUCOSE 5% PHARMIV F/500ML        ,12,0,950,
6253009,JERSEY TUBUL LOH COT 5MX7CM,1,0,"2,945",
2285567D,LAME BISTOURI DIDA N15 B/100        (DETAIL),11,88,100,
1487231,MASQUE CHIRURGICAL B/50 ,2,0,"3,000",
1624691,MASQUE PROTECT 3P NOIR B/50,2,0,"3,360",
1624691D,MASQUE PROTECT 3P NOIR B/50  (DETAIL),23,0,100,
8403306,PARACETA M SOL PERF 1GR F100ML,1,0,"1,610",
2289625,PERFUSEUR LABELL AIG 19G B/1,34,9,370,
8171445,PERFUSEUR Y BALISA/1,13,1,525,
1013811,RINGER LACTER LACTATE POCHE 500ML,38,0,950,
1445051D,SER 2.5ML +AIG 23G/100KM  (DETAIL),55,0,75,
8162535,SERING KITMED 60ML SANS AIG /1,2,0,560,
8275989D,SERING UBI ONE 3P 5ML AIG/100  (DETAIL),101,0,100,
9996019D,SERINGUE 10CC/100 PEN  (DETAIL),385,91,150,
1445061D,SERINGUE 5CC/100 PEN  (DETAIL),819,27,100,
8276026D,SERINGUE INSU 1ML P/100               (DETAIL),128,0,150,
2272837,"SODIUM CHL 0,9 PHARMIVOIR 250ML",2,0,830,
8179843,"SODIUM CHL 0,9% CIPHARM F/500ML      ",12,0,970,
2274121,SODIUM CHL 0.9% PHARMIVOIRE F/500ML,23,20,945,
8102941,SONDE ASPIRATION N16,1,3,"1,700",
8102970,SONDE FOLEY MIXTE CH14             ,1,1,"1,700",
1445111,SONDE FOLEY MIXTE CH16             ,7,1,"1,700",
1445121,SONDE FOLEY MIXTE CH18             ,1,2,"1,700",
1614211,SONDE GASTRIQUE CH8,1,5,940,
8291178,SPARADRAP LABELL PERF 5MX18CM,1,0,"6,115",
1273251D,SPARADRAP PERF PHD 18CMX5M  (DETAIL),104,21,500,
4704844,"TENSOPLAST 2,5MX8CM             ",2,1,"3,500",
4704850,TENSOPLAST 2.5MX10CM               ,4,1,"4,470",
4704821,TENSOPLAST 2.5MX3CM                ,1,0,"1,820",
1310841,TEST MALARIA PF/PAN B/25,1,0,"37,760",
1345001,TEST RAPIDE PALUDISME ,15,7,"1,600",
6264817,THERMOMETRE ELECT CPF B/1         ,5,5,"3,080",
2286437,THERMOMETRE MED MERCU UNITE        ,9,5,"1,475",
8040252,TRANSFUSEUR STERILE S/1            ,4,3,565,
2285892,VICRYL BOBINE 2/0 JV1206,1,2,"6,960",
2293503,VICRYL PLUS 1 DEC 4 VCP325,1,0,"4,460",
229262,VICRYL PLUS 2/0 D3 VCP317          ,1,1,"4,560",
,,Nombre d'articles :,81,,
Code Géo :,POMMADES ET CREMES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6309199,ACIDE FUSIDIQUE UBI 2% CR T/15G,1,0,"1,500",
8112891,ACLIN GEL T/15G,1,5,"3,230",
8170368,ACYCLOVIR DENK CREME T/5G          ,4,0,"4,710",
1189721,AGIFENE 5 GEL T/50G,1,0,"2,190",
2278403,ALVIR 5% CR T/5G                   ,1,2,"4,380",
2032145,AMUSTIL CREME T/30G                ,1,2,"2,935",
2264246,AUREOMYCINE 3% VALD DERM /15G,36,4,590,
2016778,BANEOCIN POMMADE T/20G                 ,42,22,"1,820",
3593992,BEPANTHEN 5% POM T/30G,11,3,"3,180",
2289364,BETAMED CREME T/30G,1,0,"3,690",
3247356,"BETNEVAL 0,1% POM T/30G            ",1,0,"2,625",
3285701,BIAFINE EMULSION 186G              ,2,0,"3,780",
3192282,BIAFINE EMULSION T/93G             ,5,3,"2,480",
3411169,BRULEX POMMADE TB 30G              ,3,3,"2,800",
1216921,BRUSTAN 5% GEL T/50G,3,2,"2,100",
8378755,CANDID B CR T/15G                  ,8,2,"3,100",
2275095,CANDID CREME T/20G                 ,6,2,"1,980",
3484524,CLIPTOL GEL T/50G                  ,4,2,"2,710",
2264341,CLOTRI DENK 1% CR T/20G            ,5,3,"1,930",
8414474,CONASEC CREME T/15G,8,2,"1,240",
3282565,CUTACNYL 5% GEL DERM 40G,1,2,"2,480",
8114275,DECODERMTRI CR T/25G,9,4,"4,480",
3164245,DECONTRACTYL BAUME T/80G           ,7,2,"2,250",
2026848,DECONTRIN BAUME T/40G              ,1,2,"2,380",
8414468,DERMIA D CREM TB 30G,1,1,"2,480",
2026127,DERMOFIX CR T/20G                  ,2,2,"3,150",
2027457,DERMOSALIC POM TB/30G              ,1,1,"2,095",
2027463,DERMOSONE CREME T/15G              ,25,2,"1,250",
2027486,DERMOSONE NEO CREME T/15G          ,2,0,"1,280",
2027492,DERMOSONE NEO POM TB/15G           ,1,0,"1,250",
1336901,D-FLEX GEL T/30G,2,3,"1,340",
1312231,DIMI 1.16 GEL T/30G,35,13,"1,460",
3230924,DIPROSALIC POM T/30G               ,2,2,"2,950",
3230901,DIPROSONE 0.5% CREME T/30G                ,5,2,"3,170",
3230829,"DIPROSONE PDE 0,5% T/30G           ",2,2,"3,170",
8123848,DOA VALDA 1% POM POT               ,3,0,"2,070",
1604121,DOULEREX GEL T/30G,15,2,"1,430",
2279986,DYNAPAR 1%GEL DERMIQ T/30G,24,4,"1,140",
1261171,DYNAPAR QPS 4% SPR F/15ML,4,2,"3,100",
8169589,DYNAPAR QPS 4% SPR F/30ML,4,0,"5,910",
3513409,ECONAZOLE EG CREME 1% T/30G        ,1,0,"2,010",
3176277,EFFEDERM CREME T/30G               ,2,0,"3,030",
3290642,EURAX CREME T/40G,1,0,"9,820",
3222304,FAZOL 2% CREME DERM T/30G          ,2,1,"4,000",
8144968,FONGICIL 1%  CR DERM 30G,1,2,"1,820",
9001484,FUCICORT 2% CR T/15G,13,3,"3,675",
3293184,FUCIDINE 2% CREME T/15G            ,12,1,"2,370",
3041703,FUCIDINE 2% POM T/15G                 ,4,3,"2,370",
1397121,FUSIBACT 2% CREME T/15G,1,2,"1,970",
8165060,GENCLOBEN CREM T/30G,1,1,"3,690",
2027724,GRISEO PDE 5% T/15 G               ,26,9,"1,050",
2285946,GRISEO SALICYLEE PD DERM T15G      ,7,0,"1,160",
8179665,HALIBUT POMMADE T/100G,2,1,"2,755",
1610831,HC NEX 1% PDE T/15G,2,0,"2,340",
8508212,ICLOF GEL T/30G,6,3,940,
9831547,KELO COTE GEL SILICONE 15G,2,0,"18,560",
9831530,KELO COTE GEL SILICONE 6G,1,0,"11,430",
1298941,KEOZOL 2% CR T/30G,5,2,"1,360",
8508293,KETOCON 2% CR T/15G,3,3,"1,050",
3292492,KETODERM 2% CREME T/15G            ,4,3,"4,110",
3335497,"KETUM GEL 2,5% 60G                 ",5,0,"2,480",
3015889,LAMISIL 1& CREME T/15G             ,5,2,"4,010",
8111851,L-MESITRAN GEL T/15G,7,2,"2,480",
8111868,L-MESITRAN GEL T/50G,3,2,"7,090",
1649291,"LOCATOP 0,1% CREME TB 30G          ",2,0,"2,380",
3218969,LOCOID CR 1% T/15G              ,1,0,"3,090",
2292053,LOFNAC 1%GEL DERM T/30G            ,5,2,"1,210",
3338308,LOMEXIN 2& CREME T/15G             ,1,1,"3,280",
8484463,LUCLIP 1% CR T/30G,1,1,"5,510",
8254734,MICOZAL 2% CR T/15 GR              ,4,2,"1,760",
2479597,MOMRAZONE 0.1 CR T/30,1,1,"3,445",
8404122,MYCOLEX CR 2% T/20G,4,2,"1,165",
1220391,MYCOSTER CREME DERM T/30G          ,5,2,"4,110",
6037833,NEUTRADERM RELIPID BAUME T/200ML,2,0,"9,410",
3318665,NIFLUGEL GEL T/60G                 ,8,2,"2,250",
2024482,OLFEN 50G GEL TUBE/1               ,1,0,"2,235",
3077144,OXYPLASTINE PDE DERMQ TB/135G      ,12,0,"2,770",
8108547,PEVAGINE CREME DERM 1% T/30G,1,1,"2,200",
3185224,PEVARYL 1% CREME DERM T/30G        ,2,0,"5,060",
2263732,PHYTORAL 2% PDE T/15G              ,6,1,"3,070",
2263755,POSITON CR T/30G                   ,6,2,"3,035",
2263761,POSITON POMMADE T/30G              ,3,3,"3,060",
3131412,PROGESTOGEL GEL T/80G              ,3,0,"3,090",
2267813,PRUREX CR DERMIQ T/40G             ,19,1,"1,520",
8508270,PUROCINE 2% PDE T/5G,1,0,"1,615",
8106471,SEDORRHOIDE CREME DERM TB 30G      ,1,1,"2,620",
2297636,SILVEREX CREME T/25G,1,3,"1,500",
1312341,SKINET CREME T/50G,5,1,"2,410",
8372818,SUPIROCIN PDE 15G                  ,1,0,"3,980",
8370328,SUPIROCIN PDE T/5G                 ,2,1,"1,500",
8109311,TERBINOL CREM 1PC T/15G,3,1,"3,130",
8484440,TIVASONE-S PDE T/30G,1,2,"2,480",
3158575,"TRIDESONIT CR DERM 0,05% T30G      ",1,3,"1,790",
1301521,V CARE GEL 7.1% GEL T/5G,2,0,"1,170",
4138474,VEGEBOM BAUME SECOURS T/100G               ,3,0,"4,690",
4138511,VEGEBOM BAUME SECOURS T/45G,6,4,"2,520",
8136673,"VEGEBOM BAUME T/7,5G               ",8,2,805,
2295838,VOLINI GEL T/30G                   ,14,3,"1,500",
3723041,VOLTARENE EMULGEL T/50G            ,4,2,"2,250",
8111584,VOVGEL GEL T/30G,8,1,"1,720",
,,Nombre d'articles :,100,,
Code Géo :,PRESERVATIFS ET LUB,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1244261,DORCEL LUB EAU CHAUF HOT ,1,0,"5,555",
2295034,GEL LUBRIFIANT INTIMY 70ML,5,0,"3,250",
8178298,INTIMY GEL FLEUR DE COTON FL/70ML,2,2,"3,890",
8103337,INTIMY GEL POMME AMOUR FL200ML,3,3,"3,280",
8104911,KAMAX GEL INTIME SACH 3ML B/5        ,3,0,430,
1345611,KAMAX GEL INTIME T/20G,1,0,"1,350",
1345621,KAMAX GEL INTIME T/82G ,2,0,"2,960",
8731418,MASCULAN GEL LUBRI VELVET F/50ML,15,3,"2,500",
8731482,MASCULAN GEL LUBRIFIANT B/5X3ML,2,2,"1,275",
2263270,PRESERV DOMINO FRAISE B/6          ,3,1,905,
8156658,PRESERV DOMINO MENTHE B/12,10,0,"1,590",
2263287,PRESERV DOMINO MENTHE P/6          ,13,2,925,
2263293,PRESERV DOMINO NATURE B/6          ,3,0,"1,020",
2263301,PRESERV DOMINO VANILLE B/6         ,7,1,"1,020",
2271973,PRESERV F F FRAISE B/3             ,2,2,195,
1350641,PRESERV GAGNANT FRA B/3,2,0,450,
1350651,PRESERV GAGNANT MENTH B/3,6,0,405,
1352011,PRESERV GAGNANT NAT B/3,1,0,450,
8107312,PRESERV GAGNANT VAN B/3,5,2,520,
2290344,PRESERV GTM POWER BT/3             ,4,0,515,
999806,PRESERV KAMA X SUPERSPORT ORANGE B/3,2,0,435,
2297754,PRESERV KAMAX EURO P/3,2,0,400,
2274693,PRESERV KAMAX SPORT FRAISE         ,5,0,500,
1402701,PRESERV KAMAX SPORT ORANGE ,2,0,500,
1195061,PRESERV KISS BANANE B/3,18,0,195,
1195051,PRESERV KISS CLASSIC B/3,14,0,250,
1195071,PRESERV KISS FRAISE B/3,11,39,300,
1400861,PRESERV KISS FRESH PACK/3,3,0,200,
3841821,PRESERV KISS GOLD ICE ONE FIRE PACK/3,6,0,800,
003822321,PRESERV KISS GOLD SKIN TO SKIN PACK/3,7,0,800,
1195081,PRESERV KISS MENTHE B/3,15,3,300,
1400871,PRESERV KISS PASSION B/3,4,0,200,
1547941,PRESERV MANIX CONTACT B/3          ,1,0,950,
5374113,PRESERV MANIX SUPER B/6,1,0,"1,910",
7685840,PRESERV MANIX XTRA PLEASURE/3      ,1,0,"1,390",
1599231,PRESERV PARTNER B/4,80,10,250,
2271619,VENDOME LUBRIF GEL INTIME T/50ML,2,2,"3,445",
,,Nombre d'articles :,37,,
Code Géo :,SIROPS ANTITUSSIFS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8155334,ACEFYL SP F/120ML,1,3,"1,190",
8601874,AFINE SP FL100ML,9,0,"1,020",
8111578,AMBROLITE GS SP FL/100ML,50,1,"1,850",
2264140,APDYL-H SIROP 100ML                ,58,42,"2,685",
8335295,ASCORIL  SP F/100ML                ,10,2,"2,510",
8064614,BIAKOF SP TX FL/200ML,3,2,"2,070",
8147151,BON BON GRIPPE WATER 100ML,4,2,"1,240",
3464473,BRONCALENE SP AD FL 150ML          ,1,0,"2,890",
3464496,BRONCALENE SP ENF FL 150ML         ,2,0,"2,600",
3396033,BRONCATHIOL SIROP AD F/150ML       ,3,2,"2,550",
9001024,BRONCOXIL 45MG/5ML FL 120ML,66,26,"1,680",
8077048,BRONQUIDIAZINA C.R. SPF/150ML,16,2,"3,050",
2038805,BROXOL SP 100ML,2,1,"2,200",
8342131,CALTOUX 133MG SP AD F/100ML        ,7,4,"1,470",
8342148,CALTOUX ENF SP FL/100ML,6,4,"1,255",
8342154,CARBOTOUX 2% SP ENF 100ML          ,27,3,"1,310",
8342160,CARBOTOUX 5% SP AD 100ML           ,13,0,"1,515",
2269574,CHERICOF NF SP FL/100ML            ,3,2,"1,430",
1601821,CONGHIST SP FL/100ML,3,3,"2,070",
8544610,COUGH OFF SP F/100ML,1,1,"1,785",
8152933,DRENOXOL SP 3MG/3ML FL/200ML,1,0,"3,100",
3038517,EUPHON SP AD FL/3000ML              ,1,1,"3,800",
3271780,EXOMUC 200MG SACHET B/20           ,5,1,"3,640",
8152502,FEBREX PLUS SP 60ML,6,0,"1,100",
8156865,FEBRILEX JUNIOR SP FL/150ML,49,4,"1,740",
2294968,FEBRILEX PLUS SP F/150ML                        ,15,12,"1,670",
1202521,FEVAROL SP FL/100ML,3,2,"1,520",
1270221,FLUDIMAX 2% SP FL/100ML,106,11,910,
2471705,FLUDIMAX 5% SP FL100ML,218,5,910,
8165835,FLUDOL DM SP F/120ML,2,3,"2,700",
8137885,FLUDOL SP EXPECTORANT F/120ML,2,2,"3,040",
2287626,FLUIDIBRONC 5% AD SP FL/250ML,3,2,"2,580",
1278331,GRIPAL SIR F/150ML,42,3,"1,110",
2255626,GUAFLEX SIROP F/120ML              ,1,0,"2,760",
2238562,HELICIDINE 10% SS SP 250ML            ,3,3,"3,570",
2238556,HELICIDINE SP FL/125ML             ,2,3,"2,085",
8024081,LITACOLD SP F/100ML                ,342,442,"1,165",
8489207,LUEX AD TOUX SECHE SP FL/100ML,5,2,"1,790",
8166504,LUEX ENF TOUX SECH SP FL/100ML,6,2,"1,520",
8166680,MEDICOLD RELIEF SP F/100ML,8,0,"2,760",
2292142,MUCODRENOL 6MG/ML SP F/200ML       ,2,1,"2,630",
1200061,N T TUS SP FL/100ML,5,3,"2,400",
8181225,NATUREX SP F/100ML,20,2,"2,530",
3071006,NEOCODION VIT C AD SP FL/180ML     ,1,0,"2,220",
3259543,NEOCODION VIT C BB SP FL/125ML     ,52,0,"1,780",
8142544,NEUTROCOLD 125MG SP F/100ML,24,0,"1,410",
1770741,PAIDOTERIN SP F/100ML              ,71,0,"2,780",
3411040,PASSEDYL ENF SP FL/125ML           ,21,1,"2,310",
16209412,PULMODEXANE FL /150ML,3,0,"1,685",
8181254,RAPIDEX SUSP BUV F/100ML,37,0,"1,340",
3090920,RHINATHIOL AD SP FL/125ML          ,1,5,"2,300",
3236878,RHINATHIOL AD SP TX GRAS 300ML     ,2,0,"3,770",
3090937,RHINATHIOL ENF SP FL/125ML         ,6,1,"2,410",
3090908,RHINATHIOL PROMETH SP FL/125ML     ,5,6,"1,650",
8495107,RUCOLD SP F/100ML,6,0,"1,160",
2265062,SEKISAN SOL BUV F/120ML            ,45,17,"2,925",
8012184,SEKROL 15MG/5ML SUSP BUV F/100ML,42,4,"1,690",
8124049,SEKROL 30MG/5ML AD SUSP BUV F/150ML,12,3,"2,280",
8175816,TASIL H FL/100ML,12,11,"1,850",
2038981,TERPONE ENF SP F/180ML             ,5,0,"1,930",
3312438,TERPONE SP AD FL/180ML             ,27,0,"2,030",
3105337,THERALENE SP FL/150ML              ,23,4,910,
3595784,TOPLEXIL SP FL/150ML               ,4,3,"2,710",
8167478,TUSPEL PLUS SP F/100ML,2,0,"2,110",
8167461,TUSPRESS SUSP BUV F/100ML,5,0,"2,030",
2034457,TUSSIPHAN SP F/125ML               ,5,2,"1,680",
9001320,VENTESYL SP F/100ML,19,2,"2,550",
2292780,VIFEX SP FL/100ML                  ,5,2,"1,600",
1207491,Z COLD FL/100ML,50,10,"1,200",
1449981,Z COLD JUNIOR SP FL/100ML,27,0,"1,200",
,,Nombre d'articles :,70,,
Code Géo :,SOLUTIONS EXTERNES-GYNECO-CONTRACEPTIFS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2262974,ACARILBIAL SOL EXT F/200ML         ,10,2,"2,870",
8153200,ACTISPERM GEL UNIDOSE B/6,2,0,"8,875",
1738001,ASCABIOL SOL EXT                   ,11,2,"3,710",
2021733,BANEOCIN PDRE USAGE EXTERN B/10 G               ,9,2,"1,860",
3149978,BETADINE JAUNE SOLUT DER 125ML     ,76,40,"1,870",
3203100,BETADINE OVULE B/8                 ,6,0,"10,000",
3010861,BETADINE SCRUB FL/125ML ROUGE      ,5,2,"1,450",
5523926,BETADINE SOL DERMQ 500ML JAUNE     ,5,0,"5,290",
3010855,BETADINE SOL GYN 10% 125ML         ,5,2,"1,430",
2275103,CANDID PDRE F/30G                  ,2,2,"1,740",
8332345,CANDID V6 CPR GYNECO B/6           ,2,1,"2,880",
2285202,CITROSYL SOLUT FL 120ML            ,15,2,"1,285",
2264358,CLOTRI DENK 100MG CPR VAG B/6      ,3,2,"2,210",
2257536,COLPOSEPTINE COMP GYNECO B/18      ,1,0,"3,710",
2270181,CONFIANCE CP B/3X28                ,360,36,"1,230",
1298821,CROTRIMA V6 100MG CPR GYNECO B/12,4,2,"1,790",
3204654,CYTEAL SOL MOUSSANTE FL/250ML      ,32,0,"2,410",
1707861,CYTEAL SOL MOUSSANTE FL/500ML      ,4,0,"4,590",
3314532,DAKIN CPF SOL EXT F/500ML          ,18,2,"2,470",
2253946,DAKIN CPF SOL EXTERNE FL/250ML     ,43,7,"1,630",
2447401,DARTRAN LOTION                     ,7,2,"2,720",
3484085,DERMOBACTER SOL 300ML              ,10,1,"1,890",
3484079,DERMOBACTER SOL EXT FL/125ML       ,4,3,"1,710",
3316005,EAU OXYG 10V F/120ML GILBERT   ,12,3,"1,420",
3316011,EAU OXYG 10V F/250ML GILBERT ,17,3,"1,950",
2027612,ECOREX 150MG OVULE B/3             ,7,5,"3,490",
3945037,ELLAONE 30MG CP B/1,4,0,"5,510",
1563172,EOSINE AQ 2% GIL UNIDOS 2MLX10,3,1,"1,580",
1164521,EOSINE COOPER 2%  FL/50ML                ,35,6,"2,260",
2018352,EXODERIL SOL FL/10ML               ,1,0,"2,935",
3038948,EXOFENE TALC B/160G                ,3,3,"2,440",
3040017,FLAGYL 500MG OVULE B/10            ,2,2,"2,570",
2476079,GESTREL CP B/1,9,0,790,
1456701,GYNOCARE OVULE B/6,17,0,"2,495",
1246471,GYNOFAST OVULES B/3,1,1,"2,510",
8342214,GYNOMAX OVULE B/6                  ,2,1,"3,360",
8305615,GYNOMAX OVULES B/12                ,1,1,"6,200",
3202276,GYNO-PEVARYL 150MG OVULE B/3        ,1,0,"4,060",
8508258,KETOCON 2% SHP F/75ML,2,1,"2,080",
8595518,L- GEST 1.5MG CP B/1,12,33,"1,170",
1590041,LAIT PLUS SOL ANTISEP FL/250ML,2,5,"2,830",
2291361,"LEVO BD 1,5 CPR B/1                ",4,4,"2,340",
8147659,LEVOPREG 1.5MG CP B/1,4,0,"2,140",
1541261,LIBERTEX 1.5MG CP B/1,4,0,965,
3218946,LOCOID LOTION                      ,1,0,"4,230",
2026831,LYSAN LOT FL/125ML                 ,5,2,"3,030",
8158858,MICROGYNON FE CPR ENR PLQ B/28,33,0,620,
3182409,MINIDRIL PLAQ/3 COMP B/3X21        ,3,0,"4,070",
1242261,MYCOSTER SOL EXT F/3ML+PINC,5,1,"13,940",
3641372,NORLEVO CPR 1MG5 BT1               ,1,0,"4,120",
1207831,NORNET 1.5MG CP B/1,29,0,"1,000",
8131090,OVUMIX OVULE B/6,23,5,"3,445",
8108530,PEVAGINE OV 150MG BT3,5,1,"2,690",
2297553,PHYTORAL SHAMP 2% FL 100ML         ,9,3,"2,800",
8182199,PILL 72 CP B/1,8,0,"1,350",
2475515,PILUDEM 1.5MG CP B/1,14,0,900,
3360265,POLYGYNAX CAPS VAGI B/12           ,4,3,"6,170",
3085020,POLYGYNAX CAPS VAGI B/6            ,42,2,"3,450",
1247071,POSTPILL 1.5MG CP B/1,10,8,"1,010",
1561551,PREGEX-72 1.5MG CP B/1,27,0,990,
2256146,PREGNON 1.5MG CP B/1              ,259,40,"1,045",
9001679,PRESTO 1.5MG CP B/1,78,6,"2,000",
8444713,PROGEST 200 CAPS B/15,1,1,"5,330",
7397302,SAFORELLE GYNECO SOL F/100ML         ,10,5,"2,790",
6533424,SAFORELLE GYNECO SOL FL/250ML          ,7,2,"5,110",
2541177D,SAFORELLE SOIN LAV DX 250MLX2  (DETAIL),2,0,"4,112",
8347594,SAFORELLE SOIN LAVANT DOUX 500ML,3,2,"8,945",
2008052,SALVATIS PDRE                      ,27,6,"2,560",
8112017,SECUFEM 1.5MG CP B/1,1,2,"2,620",
2287661,SEPTILAIT SOL EXTE FL/125ML        ,77,9,"1,360",
2293549,SEPTILAIT SOL F/250ML              ,101,4,"2,250",
1322371,SIPTIGEL SOLUT ANTISE F/250ML,13,3,"2,500",
8103544,SOLUTAN C SOL EXT F/250ML,13,3,"1,760",
8103923,STERILINE SOL ANTISEPT F/250ML     ,1,1,"2,000",
8512886,T VAGIMYCIN OVULES B/3,1,0,"4,270",
8176000,TERGYNAN COMP GYNECO B/10,2,0,"3,305",
2023956,TERGYNAN COMP VAGINAUX B/6         ,1,0,"2,210",
2268178,TILL SOLUTION FL/200ML             ,12,3,"1,315",
1456181,UNOSURE 72 1.5MG CPB/1,2,0,"2,090",
3483996,UTROGESTAN 200MG GEL B/15          ,9,2,"6,640",
2268215,VAGILEN 500MG OVULE B/10           ,1,1,"2,060",
8136621,VAGIMILT CAPS VAG B/7,1,1,"3,440",
1656781,VAGIWASH SAV LIQ F/100ML,2,0,"2,545",
8114281,VERRUMAL 0.5G/10G/8G SOL F/13ML,2,0,"4,480",
,,Nombre d'articles :,84,,
Code Géo :,TABLEAU 1,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1523461,AARTMIN G 80MG/500MG CPR B/30,6,1,"6,200",
8148268,ACENLAND CP B/10,18,10,"1,570",
8148274,ACENLAND-P 100/500MG CP B/10,144,6,"1,890",
8109825,ACTINAC 100MG CP B/10,8,2,"2,580",
2276775,ACTINAC 100MG CP B/30              ,6,1,"5,170",
820841,ACTINAC LP 200MG CPR B/10,7,4,"3,860",
8129302,ACTINAC PLUS 100/500MG B/10,19,3,"2,000",
2276781,ACTINAC PLUS CP B/20,3,2,"4,000",
1626071,ACTINAC PLUS SP 100MG/500MG/10,1,2,"3,440",
8111549,ACUMOL 100MG/500MG B/20,3,2,"4,130",
2290143,ACUPAN AMP INJ 2ML BT5             ,4,1,"3,670",
2264074,ACYCLOVIR DENK CP 200MG B/25       ,5,2,"9,700",
8079679,ADALATE LA 30MG CP B/30,1,0,"12,430",
8066820,ADRIDE M 2MG/500 CPR B/30,7,0,"6,080",
3364062,ADVIL 100MG SP FL/200ML            ,52,22,"3,170",
3295941,ADVIL 400MG CP B/20                ,1,1,"2,730",
3565576,AERIUS 5MG CPR B/15                ,1,1,"6,160",
3565530,AERIUS 5MG CPR B/7            ,9,1,"3,100",
3595347,AERIUS SP F/60ML     ,18,2,"4,160",
2023867,AIRTAL 100MG CP B/10               ,29,5,"3,600",
2023873,AIRTAL 100MG CPR BT/40             ,1,2,"12,700",
8182147,AKEROL 5MG COMP B/20,4,1,"4,480",
8182153,AKEROL SP F/60ML,2,3,"3,450",
3272503,ALDACTONE 50MG CP B/20,14,2,"5,320",
3260799,ALDACTONE 75 MG CP B/20               ,3,3,"7,955",
3002198,ALDOMET 250MG COMP B/30            ,12,8,"2,560",
3173801,ALDOMET 500MG COMP B/30            ,10,5,"4,600",
8524240,ALEMONT CP 5/10MG CP B/10,13,1,"1,080",
3289610,ALEPSAL CP 100MG BT/30             ,5,0,"2,630",
1334791,ALGOFENE 20MG/ML SUSP F/150ML,1,3,"1,900",
2264080,ALLERCET 10MG CPR B/10             ,43,36,"1,710",
2291042,ALLERCET 5MG/5ML SP F/100ML        ,2,3,"3,040",
8144997,ALLERGUS 5MG CPR PELL B/15,5,1,"3,180",
8342088,ALLERGYL SP F/60ML                 ,25,5,630,
8142679,ALLERTIN 10MG CP B/10,22,3,"1,700",
1473001,ALLESTENE 2MG CP B/20,4,0,"2,620",
2278426,ALVIR 200MG CP DISP.B/30           ,1,1,"8,570",
2291088,AMADAY 10MG CP B/30                ,8,2,"7,810",
2291094,AMADAY 5MG CP B/30                 ,27,3,"4,980",
1222311,AMADAY PL 10/4MG CP B/30,5,2,"9,670",
8429056,AMADAY PL 10/8MG CP B/30,3,1,"9,990",
9010537,AMADAY PL 5MG/4MG CP B/30,2,2,"8,610",
3421021,AMAREL 1MG COMP B/30               ,1,2,"4,220",
3421038,AMAREL 2MG COMP B/30               ,15,2,"5,690",
3421044,AMAREL 3MG BT/30 CP                ,1,2,"7,470",
2271097,AMARYL M 2MG/500MG B/30            ,11,3,"6,560",
2291119,AMCARD 10MG CP B/28                ,1,1,"8,320",
2291131,AMCARD 5MG CP B/28                 ,1,1,"4,090",
2253981,AMLO DENK 10MG CPR B/50            ,2,0,"8,130",
2253975,AMLO DENK 5MG CPR B/50             ,2,1,"4,820",
8099736,AMLOCLASS 10MG CP B/30,5,2,"2,215",
8111383,AMLOCLASS 5MG CP B/30,1,4,"1,650",
8155305,AMLODIPINE GP 10MG CP B/60,1,2,"6,610",
2280541,AMLONG 10MG CP B/30                ,1,0,"9,850",
1522901,AMLOPAMIDE 10MG/1.5MG CP B/30,1,0,"6,200",
8127349,AMLOPERIN 10/10MG CP B/30,8,3,"12,400",
8127355,AMLOPERIN 10MG/5MG CP B/30,1,1,"12,430",
8127361,AMLOPERIN 5MG/10MG CP B/30,1,2,"8,710",
8163782,AMLOSARTAN 5/50MG CP B/30,10,1,"6,410",
8163799,AMLOTENSINE 10 CP B/30,3,2,"4,575",
8091261,AMLOTENSINE 5MG CP B/30            ,22,3,"4,580",
1396441,AMSTAN 10MG/160MG B/30,2,2,"15,500",
1396301,AMSTAN 5MG/80MG CP B/30,1,0,"11,500",
2264111,AMTIBA 500MG CPR B/4               ,6,5,720,
1220331,ANDROTARDYL AMP 250MG B/1          ,1,1,"7,710",
